num_generations,population_size,initial_temp,min_mutation_rate,max_mutation_rate,initial_truncation_rate,min_truncation_rate,k,best_cost,mean_cost,max_cost,total_time
5000,500,1000.0,0.1,0.3,0.7,0.1,0.1,1123.0,1126.758,1193.0,2.111
5000,1000,1000.0,0.1,0.3,0.7,0.1,0.1,1101.0,1104.411,1177.0,3.446
100,100,100.0,0.01,0.3,0.7,0.3,0.01,2068.0,2154.33,2742.0,0.015
100,500,100.0,0.01,0.3,0.7,0.3,0.01,1881.0,1966.716,2878.0,0.046
100,1000,100.0,0.01,0.3,0.7,0.3,0.01,2180.0,2405.977,3030.0,0.076
500,100,100.0,0.01,0.3,0.7,0.3,0.01,1612.0,1643.72,2091.0,0.061
500,500,100.0,0.01,0.3,0.7,0.3,0.01,1345.0,1377.892,2432.0,0.227
500,1000,100.0,0.01,0.3,0.7,0.3,0.01,1340.0,1357.496,2027.0,0.344
1000,100,100.0,0.01,0.3,0.7,0.3,0.01,1462.0,1462.0,1462.0,0.121
1000,500,100.0,0.01,0.3,0.7,0.3,0.01,1253.0,1253.32,1307.0,0.448
1000,1000,100.0,0.01,0.3,0.7,0.3,0.01,1219.0,1292.714,2257.0,0.677
5000,100,100.0,0.01,0.3,0.7,0.3,0.01,1263.0,1263.23,1286.0,0.609
5000,500,100.0,0.01,0.3,0.7,0.3,0.01,1126.0,1126.264,1196.0,2.111
5000,1000,100.0,0.01,0.3,0.7,0.3,0.01,1142.0,1142.455,1205.0,3.419
100,100,100.0,0.05,0.3,0.7,0.3,0.01,2212.0,2318.93,2931.0,0.015
100,500,100.0,0.05,0.3,0.7,0.3,0.01,1945.0,2049.468,2685.0,0.052
100,1000,100.0,0.05,0.3,0.7,0.3,0.01,2117.0,2359.827,3096.0,0.084
500,100,100.0,0.05,0.3,0.7,0.3,0.01,1443.0,1445.66,1498.0,0.063
500,500,100.0,0.05,0.3,0.7,0.3,0.01,1316.0,1334.276,2026.0,0.217
500,1000,100.0,0.05,0.3,0.7,0.3,0.01,1272.0,1285.475,2338.0,0.352
1000,100,100.0,0.05,0.3,0.7,0.3,0.01,1258.0,1261.28,1314.0,0.125
1000,500,100.0,0.05,0.3,0.7,0.3,0.01,1176.0,1178.972,1370.0,0.434
1000,1000,100.0,0.05,0.3,0.7,0.3,0.01,1164.0,1166.098,1230.0,0.718
5000,100,100.0,0.05,0.3,0.7,0.3,0.01,1152.0,1153.88,1216.0,0.61
5000,500,100.0,0.05,0.3,0.7,0.3,0.01,1136.0,1138.344,1211.0,2.102
5000,1000,100.0,0.05,0.3,0.7,0.3,0.01,1142.0,1143.974,1589.0,3.414
100,100,100.0,0.1,0.3,0.7,0.3,0.01,1997.0,2091.73,2496.0,0.016
100,500,100.0,0.1,0.3,0.7,0.3,0.01,2138.0,2349.864,3114.0,0.048
100,1000,100.0,0.1,0.3,0.7,0.3,0.01,2035.0,2282.28,3166.0,0.077
500,100,100.0,0.1,0.3,0.7,0.3,0.01,1412.0,1413.3,1452.0,0.064
500,500,100.0,0.1,0.3,0.7,0.3,0.01,1297.0,1412.626,2761.0,0.231
500,1000,100.0,0.1,0.3,0.7,0.3,0.01,1319.0,1386.099,2247.0,0.365
1000,100,100.0,0.1,0.3,0.7,0.3,0.01,1256.0,1261.34,1323.0,0.122
1000,500,100.0,0.1,0.3,0.7,0.3,0.01,1177.0,1183.33,1250.0,0.426
1000,1000,100.0,0.1,0.3,0.7,0.3,0.01,1158.0,1163.377,1444.0,0.703
5000,100,100.0,0.1,0.3,0.7,0.3,0.01,1142.0,1146.41,1200.0,0.611
5000,500,100.0,0.1,0.3,0.7,0.3,0.01,1122.0,1126.236,1198.0,2.137
5000,1000,100.0,0.1,0.3,0.7,0.3,0.01,1112.0,1116.371,1189.0,3.429
100,100,100.0,0.01,0.3,0.7,0.3,0.05,2046.0,2146.76,3125.0,0.017
100,500,100.0,0.01,0.3,0.7,0.3,0.05,1875.0,1987.68,2907.0,0.049
100,1000,100.0,0.01,0.3,0.7,0.3,0.05,1980.0,2150.702,3136.0,0.08
500,100,100.0,0.01,0.3,0.7,0.3,0.05,1571.0,1571.0,1571.0,0.068
500,500,100.0,0.01,0.3,0.7,0.3,0.05,1424.0,1471.318,2341.0,0.219
500,1000,100.0,0.01,0.3,0.7,0.3,0.05,1277.0,1277.312,1337.0,0.365
1000,100,100.0,0.01,0.3,0.7,0.3,0.05,1408.0,1408.6,1468.0,0.124
1000,500,100.0,0.01,0.3,0.7,0.3,0.05,1264.0,1280.478,2786.0,0.434
1000,1000,100.0,0.01,0.3,0.7,0.3,0.05,1215.0,1215.224,1269.0,0.709
5000,100,100.0,0.01,0.3,0.7,0.3,0.05,1241.0,1241.28,1269.0,0.609
5000,500,100.0,0.01,0.3,0.7,0.3,0.05,1127.0,1127.486,1203.0,2.22
5000,1000,100.0,0.01,0.3,0.7,0.3,0.05,1126.0,1126.343,1191.0,3.707
100,100,100.0,0.05,0.3,0.7,0.3,0.05,1986.0,2111.37,2692.0,0.017
100,500,100.0,0.05,0.3,0.7,0.3,0.05,2146.0,2310.904,3061.0,0.051
100,1000,100.0,0.05,0.3,0.7,0.3,0.05,1985.0,2153.148,2901.0,0.089
500,100,100.0,0.05,0.3,0.7,0.3,0.05,1395.0,1452.21,2324.0,0.067
500,500,100.0,0.05,0.3,0.7,0.3,0.05,1351.0,1375.95,2549.0,0.224
500,1000,100.0,0.05,0.3,0.7,0.3,0.05,1290.0,1294.638,1827.0,0.385
1000,100,100.0,0.05,0.3,0.7,0.3,0.05,1272.0,1280.66,1319.0,0.131
1000,500,100.0,0.05,0.3,0.7,0.3,0.05,1189.0,1191.234,1263.0,0.49
1000,1000,100.0,0.05,0.3,0.7,0.3,0.05,1188.0,1189.858,1260.0,0.734
5000,100,100.0,0.05,0.3,0.7,0.3,0.05,1140.0,1141.7,1192.0,0.663
5000,500,100.0,0.05,0.3,0.7,0.3,0.05,1138.0,1140.25,1210.0,2.198
5000,1000,100.0,0.05,0.3,0.7,0.3,0.05,1133.0,1135.178,1204.0,3.403
100,100,100.0,0.1,0.3,0.7,0.3,0.05,2062.0,2193.97,2861.0,0.018
100,500,100.0,0.1,0.3,0.7,0.3,0.05,2051.0,2196.536,2903.0,0.051
100,1000,100.0,0.1,0.3,0.7,0.3,0.05,2122.0,2363.383,3162.0,0.077
500,100,100.0,0.1,0.3,0.7,0.3,0.05,1422.0,1552.6,2515.0,0.062
500,500,100.0,0.1,0.3,0.7,0.3,0.05,1318.0,1412.726,2480.0,0.231
500,1000,100.0,0.1,0.3,0.7,0.3,0.05,1204.0,1259.944,2319.0,0.352
1000,100,100.0,0.1,0.3,0.7,0.3,0.05,1243.0,1248.36,1315.0,0.119
1000,500,100.0,0.1,0.3,0.7,0.3,0.05,1147.0,1150.626,1221.0,0.442
1000,1000,100.0,0.1,0.3,0.7,0.3,0.05,1154.0,1164.092,2121.0,0.701
5000,100,100.0,0.1,0.3,0.7,0.3,0.05,1125.0,1128.49,1187.0,0.611
5000,500,100.0,0.1,0.3,0.7,0.3,0.05,1120.0,1123.988,1195.0,2.152
5000,1000,100.0,0.1,0.3,0.7,0.3,0.05,1142.0,1146.052,1220.0,3.42
100,100,100.0,0.01,0.3,0.7,0.3,0.1,2004.0,2129.84,3119.0,0.014
100,500,100.0,0.01,0.3,0.7,0.3,0.1,1997.0,2070.342,2768.0,0.049
100,1000,100.0,0.01,0.3,0.7,0.3,0.1,2039.0,2192.365,2963.0,0.076
500,100,100.0,0.01,0.3,0.7,0.3,0.1,1506.0,1517.89,1543.0,0.062
500,500,100.0,0.01,0.3,0.7,0.3,0.1,1376.0,1376.262,1425.0,0.217
500,1000,100.0,0.01,0.3,0.7,0.3,0.1,1308.0,1310.375,1375.0,0.353
1000,100,100.0,0.01,0.3,0.7,0.3,0.1,1416.0,1416.0,1416.0,0.13
1000,500,100.0,0.01,0.3,0.7,0.3,0.1,1260.0,1261.822,1442.0,0.427
1000,1000,100.0,0.01,0.3,0.7,0.3,0.1,1202.0,1205.607,1646.0,0.69
5000,100,100.0,0.01,0.3,0.7,0.3,0.1,1235.0,1235.0,1235.0,0.603
5000,500,100.0,0.01,0.3,0.7,0.3,0.1,1151.0,1151.332,1209.0,2.074
5000,1000,100.0,0.01,0.3,0.7,0.3,0.1,1141.0,1141.151,1185.0,3.332
100,100,100.0,0.05,0.3,0.7,0.3,0.1,1989.0,2041.7,2643.0,0.02
100,500,100.0,0.05,0.3,0.7,0.3,0.1,2079.0,2275.896,3000.0,0.047
100,1000,100.0,0.05,0.3,0.7,0.3,0.1,2008.0,2195.802,2941.0,0.078
500,100,100.0,0.05,0.3,0.7,0.3,0.1,1441.0,1441.55,1488.0,0.063
500,500,100.0,0.05,0.3,0.7,0.3,0.1,1310.0,1338.008,2441.0,0.213
500,1000,100.0,0.05,0.3,0.7,0.3,0.1,1238.0,1293.464,2023.0,0.347
1000,100,100.0,0.05,0.3,0.7,0.3,0.1,1319.0,1422.13,2370.0,0.127
1000,500,100.0,0.05,0.3,0.7,0.3,0.1,1160.0,1166.11,1511.0,0.419
1000,1000,100.0,0.05,0.3,0.7,0.3,0.1,1167.0,1174.348,1637.0,0.689
5000,100,100.0,0.05,0.3,0.7,0.3,0.1,1132.0,1133.15,1174.0,0.609
5000,500,100.0,0.05,0.3,0.7,0.3,0.1,1113.0,1115.554,1189.0,2.202
5000,1000,100.0,0.05,0.3,0.7,0.3,0.1,1132.0,1133.894,1208.0,3.404
100,100,100.0,0.1,0.3,0.7,0.3,0.1,1962.0,2071.45,2532.0,0.014
100,500,100.0,0.1,0.3,0.7,0.3,0.1,2138.0,2362.92,3049.0,0.046
100,1000,100.0,0.1,0.3,0.7,0.3,0.1,2077.0,2360.387,3247.0,0.079
500,100,100.0,0.1,0.3,0.7,0.3,0.1,1450.0,1469.81,1723.0,0.063
500,500,100.0,0.1,0.3,0.7,0.3,0.1,1301.0,1353.55,2965.0,0.219
500,1000,100.0,0.1,0.3,0.7,0.3,0.1,1249.0,1279.71,2727.0,0.354
1000,100,100.0,0.1,0.3,0.7,0.3,0.1,1223.0,1233.39,1793.0,0.121
1000,500,100.0,0.1,0.3,0.7,0.3,0.1,1188.0,1191.916,1249.0,0.425
1000,1000,100.0,0.1,0.3,0.7,0.3,0.1,1163.0,1305.433,2534.0,0.699
5000,100,100.0,0.1,0.3,0.7,0.3,0.1,1121.0,1125.47,1178.0,0.614
5000,500,100.0,0.1,0.3,0.7,0.3,0.1,1133.0,1136.614,1208.0,2.149
5000,1000,100.0,0.1,0.3,0.7,0.3,0.1,1135.0,1138.997,1210.0,3.559
100,100,1000.0,0.01,0.3,0.7,0.3,0.01,2050.0,2135.15,2628.0,0.015
100,500,1000.0,0.01,0.3,0.7,0.3,0.01,1994.0,2100.538,2816.0,0.047
100,1000,1000.0,0.01,0.3,0.7,0.3,0.01,2131.0,2401.678,3172.0,0.086
500,100,1000.0,0.01,0.3,0.7,0.3,0.01,1556.0,1556.0,1556.0,0.061
500,500,1000.0,0.01,0.3,0.7,0.3,0.01,1328.0,1331.706,2115.0,0.213
500,1000,1000.0,0.01,0.3,0.7,0.3,0.01,1298.0,1302.677,1763.0,0.349
1000,100,1000.0,0.01,0.3,0.7,0.3,0.01,1410.0,1410.3,1440.0,0.126
1000,500,1000.0,0.01,0.3,0.7,0.3,0.01,1266.0,1410.388,2719.0,0.425
1000,1000,1000.0,0.01,0.3,0.7,0.3,0.01,1222.0,1222.355,1278.0,0.678
5000,100,1000.0,0.01,0.3,0.7,0.3,0.01,1231.0,1231.52,1261.0,0.61
5000,500,1000.0,0.01,0.3,0.7,0.3,0.01,1158.0,1158.032,1174.0,2.092
5000,1000,1000.0,0.01,0.3,0.7,0.3,0.01,1124.0,1124.53,1184.0,3.343
100,100,1000.0,0.05,0.3,0.7,0.3,0.01,2043.0,2095.46,2680.0,0.02
100,500,1000.0,0.05,0.3,0.7,0.3,0.01,1947.0,2066.686,2873.0,0.051
100,1000,1000.0,0.05,0.3,0.7,0.3,0.01,2157.0,2375.533,3108.0,0.081
500,100,1000.0,0.05,0.3,0.7,0.3,0.01,1486.0,1506.25,2767.0,0.063
500,500,1000.0,0.05,0.3,0.7,0.3,0.01,1335.0,1353.308,2149.0,0.214
500,1000,1000.0,0.05,0.3,0.7,0.3,0.01,1222.0,1239.898,2612.0,0.36
1000,100,1000.0,0.05,0.3,0.7,0.3,0.01,1301.0,1302.54,1365.0,0.123
1000,500,1000.0,0.05,0.3,0.7,0.3,0.01,1181.0,1187.942,1561.0,0.431
1000,1000,1000.0,0.05,0.3,0.7,0.3,0.01,1176.0,1178.298,1246.0,0.701
5000,100,1000.0,0.05,0.3,0.7,0.3,0.01,1120.0,1121.95,1181.0,0.611
5000,500,1000.0,0.05,0.3,0.7,0.3,0.01,1146.0,1147.086,1211.0,2.091
5000,1000,1000.0,0.05,0.3,0.7,0.3,0.01,1123.0,1124.706,1196.0,3.398
100,100,1000.0,0.1,0.3,0.7,0.3,0.01,1990.0,2047.44,2260.0,0.013
100,500,1000.0,0.1,0.3,0.7,0.3,0.01,2052.0,2161.886,2861.0,0.048
100,1000,1000.0,0.1,0.3,0.7,0.3,0.01,2081.0,2212.811,2840.0,0.079
500,100,1000.0,0.1,0.3,0.7,0.3,0.01,1449.0,1486.68,2333.0,0.063
500,500,1000.0,0.1,0.3,0.7,0.3,0.01,1303.0,1422.172,2569.0,0.217
500,1000,1000.0,0.1,0.3,0.7,0.3,0.01,1247.0,1288.332,2261.0,0.363
1000,100,1000.0,0.1,0.3,0.7,0.3,0.01,1245.0,1247.64,1308.0,0.121
1000,500,1000.0,0.1,0.3,0.7,0.3,0.01,1136.0,1147.85,2591.0,0.426
1000,1000,1000.0,0.1,0.3,0.7,0.3,0.01,1135.0,1139.428,1208.0,0.713
5000,100,1000.0,0.1,0.3,0.7,0.3,0.01,1131.0,1135.92,1196.0,0.607
5000,500,1000.0,0.1,0.3,0.7,0.3,0.01,1127.0,1131.52,1197.0,2.12
5000,1000,1000.0,0.1,0.3,0.7,0.3,0.01,1136.0,1139.457,1210.0,3.502
100,100,1000.0,0.01,0.3,0.7,0.3,0.05,2124.0,2190.16,2469.0,0.014
100,500,1000.0,0.01,0.3,0.7,0.3,0.05,1981.0,2102.586,3244.0,0.053
100,1000,1000.0,0.01,0.3,0.7,0.3,0.05,1950.0,2087.558,2775.0,0.08
500,100,1000.0,0.01,0.3,0.7,0.3,0.05,1545.0,1545.0,1545.0,0.062
500,500,1000.0,0.01,0.3,0.7,0.3,0.05,1417.0,1461.072,2211.0,0.231
500,1000,1000.0,0.01,0.3,0.7,0.3,0.05,1344.0,1368.664,2013.0,0.369
1000,100,1000.0,0.01,0.3,0.7,0.3,0.05,1465.0,1465.16,1481.0,0.124
1000,500,1000.0,0.01,0.3,0.7,0.3,0.05,1271.0,1271.364,1326.0,0.455
1000,1000,1000.0,0.01,0.3,0.7,0.3,0.05,1221.0,1221.248,1285.0,0.726
5000,100,1000.0,0.01,0.3,0.7,0.3,0.05,1217.0,1217.0,1217.0,0.634
5000,500,1000.0,0.01,0.3,0.7,0.3,0.05,1151.0,1151.252,1202.0,2.1
5000,1000,1000.0,0.01,0.3,0.7,0.3,0.05,1126.0,1126.466,1203.0,3.433
100,100,1000.0,0.05,0.3,0.7,0.3,0.05,1859.0,1932.4,2481.0,0.015
100,500,1000.0,0.05,0.3,0.7,0.3,0.05,2049.0,2159.148,2774.0,0.054
100,1000,1000.0,0.05,0.3,0.7,0.3,0.05,1987.0,2139.73,2856.0,0.076
500,100,1000.0,0.05,0.3,0.7,0.3,0.05,1456.0,1543.54,2560.0,0.062
500,500,1000.0,0.05,0.3,0.7,0.3,0.05,1303.0,1398.988,2577.0,0.222
500,1000,1000.0,0.05,0.3,0.7,0.3,0.05,1248.0,1307.091,2689.0,0.354
1000,100,1000.0,0.05,0.3,0.7,0.3,0.05,1313.0,1314.45,1363.0,0.118
1000,500,1000.0,0.05,0.3,0.7,0.3,0.05,1130.0,1133.234,1199.0,0.434
1000,1000,1000.0,0.05,0.3,0.7,0.3,0.05,1129.0,1134.465,1798.0,0.712
5000,100,1000.0,0.05,0.3,0.7,0.3,0.05,1136.0,1136.8,1171.0,0.613
5000,500,1000.0,0.05,0.3,0.7,0.3,0.05,1148.0,1149.97,1220.0,2.099
5000,1000,1000.0,0.05,0.3,0.7,0.3,0.05,1117.0,1119.256,1190.0,3.452
100,100,1000.0,0.1,0.3,0.7,0.3,0.05,1891.0,1950.68,2431.0,0.018
100,500,1000.0,0.1,0.3,0.7,0.3,0.05,2005.0,2161.998,2780.0,0.046
100,1000,1000.0,0.1,0.3,0.7,0.3,0.05,2104.0,2374.974,3260.0,0.076
500,100,1000.0,0.1,0.3,0.7,0.3,0.05,1393.0,1454.11,2343.0,0.062
500,500,1000.0,0.1,0.3,0.7,0.3,0.05,1292.0,1319.622,2005.0,0.211
500,1000,1000.0,0.1,0.3,0.7,0.3,0.05,1244.0,1369.562,2485.0,0.356
1000,100,1000.0,0.1,0.3,0.7,0.3,0.05,1225.0,1229.16,1276.0,0.123
1000,500,1000.0,0.1,0.3,0.7,0.3,0.05,1169.0,1189.676,2420.0,0.432
1000,1000,1000.0,0.1,0.3,0.7,0.3,0.05,1129.0,1149.625,2195.0,0.696
5000,100,1000.0,0.1,0.3,0.7,0.3,0.05,1119.0,1123.73,1192.0,0.607
5000,500,1000.0,0.1,0.3,0.7,0.3,0.05,1132.0,1136.028,1199.0,2.107
5000,1000,1000.0,0.1,0.3,0.7,0.3,0.05,1134.0,1138.046,1208.0,3.371
100,100,1000.0,0.01,0.3,0.7,0.3,0.1,2022.0,2100.09,2619.0,0.015
100,500,1000.0,0.01,0.3,0.7,0.3,0.1,2093.0,2249.994,3050.0,0.049
100,1000,1000.0,0.01,0.3,0.7,0.3,0.1,1895.0,2018.008,2743.0,0.078
500,100,1000.0,0.01,0.3,0.7,0.3,0.1,1575.0,1575.0,1575.0,0.063
500,500,1000.0,0.01,0.3,0.7,0.3,0.1,1379.0,1387.388,1952.0,0.211
500,1000,1000.0,0.01,0.3,0.7,0.3,0.1,1326.0,1369.588,2040.0,0.357
1000,100,1000.0,0.01,0.3,0.7,0.3,0.1,1442.0,1442.36,1478.0,0.12
1000,500,1000.0,0.01,0.3,0.7,0.3,0.1,1215.0,1215.35,1272.0,0.421
1000,1000,1000.0,0.01,0.3,0.7,0.3,0.1,1184.0,1190.883,2322.0,0.703
5000,100,1000.0,0.01,0.3,0.7,0.3,0.1,1221.0,1221.0,1221.0,0.611
5000,500,1000.0,0.01,0.3,0.7,0.3,0.1,1123.0,1123.278,1176.0,2.086
5000,1000,1000.0,0.01,0.3,0.7,0.3,0.1,1141.0,1141.288,1189.0,3.357
100,100,1000.0,0.05,0.3,0.7,0.3,0.1,1983.0,2074.57,2551.0,0.015
100,500,1000.0,0.05,0.3,0.7,0.3,0.1,2022.0,2129.81,2980.0,0.045
100,1000,1000.0,0.05,0.3,0.7,0.3,0.1,1839.0,1964.141,2727.0,0.073
500,100,1000.0,0.05,0.3,0.7,0.3,0.1,1441.0,1441.29,1461.0,0.062
500,500,1000.0,0.05,0.3,0.7,0.3,0.1,1278.0,1383.038,2493.0,0.235
500,1000,1000.0,0.05,0.3,0.7,0.3,0.1,1251.0,1256.679,1593.0,0.34
1000,100,1000.0,0.05,0.3,0.7,0.3,0.1,1266.0,1267.7,1323.0,0.122
1000,500,1000.0,0.05,0.3,0.7,0.3,0.1,1181.0,1196.92,2817.0,0.422
1000,1000,1000.0,0.05,0.3,0.7,0.3,0.1,1152.0,1155.254,1311.0,0.69
5000,100,1000.0,0.05,0.3,0.7,0.3,0.1,1125.0,1126.89,1180.0,0.623
5000,500,1000.0,0.05,0.3,0.7,0.3,0.1,1139.0,1141.22,1209.0,2.097
5000,1000,1000.0,0.05,0.3,0.7,0.3,0.1,1109.0,1111.398,1511.0,3.399
100,100,1000.0,0.1,0.3,0.7,0.3,0.1,1992.0,2143.98,2651.0,0.014
100,500,1000.0,0.1,0.3,0.7,0.3,0.1,2083.0,2298.46,2898.0,0.045
100,1000,1000.0,0.1,0.3,0.7,0.3,0.1,2019.0,2173.826,3103.0,0.075
500,100,1000.0,0.1,0.3,0.7,0.3,0.1,1380.0,1382.96,1440.0,0.064
500,500,1000.0,0.1,0.3,0.7,0.3,0.1,1286.0,1327.022,2253.0,0.225
500,1000,1000.0,0.1,0.3,0.7,0.3,0.1,1249.0,1292.42,2737.0,0.347
1000,100,1000.0,0.1,0.3,0.7,0.3,0.1,1259.0,1266.84,1455.0,0.122
1000,500,1000.0,0.1,0.3,0.7,0.3,0.1,1177.0,1184.052,1554.0,0.448
1000,1000,1000.0,0.1,0.3,0.7,0.3,0.1,1151.0,1177.185,1782.0,0.678
5000,100,1000.0,0.1,0.3,0.7,0.3,0.1,1138.0,1140.26,1194.0,0.61
5000,500,1000.0,0.1,0.3,0.7,0.3,0.1,1165.0,1169.292,1235.0,2.104
5000,1000,1000.0,0.1,0.3,0.7,0.3,0.1,1105.0,1108.9,1179.0,3.442
